CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),Women's?,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,,
Crescent City,Crescent Elk Middle School,CA,US,2018-01-20,more than 300,300,,300,,,Crescent City Women's March-2018,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/462639760800278/,http://www.triplicate.com/home/5922866-151/womens-march-planned-for-saturday,http://www.triplicate.com/home/5942677-151/marching-for-women,,,,,
Custer,Way Park,SD,US,2018-01-20,FB: 7,7,,7,,,Custer County Democrats of South Dakota,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/214093915802399/,,,,,,,
Dallas,St. Paul United Methodist Church;through Uptown to Pike Park,TX,US,2018-01-20,about 7000,7000,,7000,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://www.dallasnews.com/news/downtown-dallas/2018/01/20/pink-clad-multitude-gathers-downtown-2nd-annual-dallas-womens-march,,,,,,,
Dayton,Courthouse Square,OH,US,2018-01-20,few thousand,3000,,3000,,,Dayton Women's Rights Alliance,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://www.facebook.com/events/1451298421654322/,http://www.mydaytondailynews.com/news/local/few-thousand-turn-out-support-women-march/GQLFnQJktPgUqm17Vy3ikO/,,,,,,
Decorah,"Mary Christopher Park, 306 E. Water St",IA,US,2018-01-20,more than 700,700,,700,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.thegazette.com/subject/news/community/women-to-march-saturday-in-iowa-city-building-on-success-of-2017-20180118,https://decorahnewspapers.com/Content/Home/Home/Article/Decorah-Womens-March-/-2/-2/44583,,,,,,
Denton,Denton County Courthouse,TX,US,2018-01-20,nearly 800,800,,800,,,A United Denton,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/202461976965495/,https://www.ntdaily.com/marchers-reunite-on-denton-square-for-second-annual-womens-march/,,,,,,
Denver,Civic Center Park,CO,US,2018-01-20,about 50000; na,50000,,100000,,,"March on Colorado, general protestors",Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1448176011918441/,http://www.star-telegram.com/news/politics-government/national-politics/article195767639.html,https://www.usatoday.com/story/news/2018/01/20/female-activists-mark-annivesary-march-return-return-streets-mark-anniversary-washingotgn-march-retu/1050668001/,,,,,
Des Moines,State Capitol,IA,US,2018-01-20,several thousand; 6000-7000,3000,,7000,,,Women's March Iowa,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/141606029820919/,https://www.desmoinesregister.com/story/news/2018/01/20/des-moines-womens-march-attracts-several-thousand-iowas-capitol-building/1050915001/,,,,,,
Dubuque,Walmart to Des Moines,IA,US,2018-01-20,FB: 147,147,,147,,,Women's March 2018: Dubuque to Des Moines Caravan,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1489925171092568/,,,,,,,
Duluth,Building for Women,MN,US,2018-01-20,hundreds,200,,200,,,Feminist Action Collective,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/143343883036754/,http://www.duluthnewstribune.com/news/4391314-what-democracy-looks-hundreds-turn-out-womens-march,,,,,,
Durango,Rotary park to Durango public library,CO,US,2018-01-20,na,856,,856,,,Indivisible Durango,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/396943890748675/,https://twitter.com/indivisibledgo/status/949693650052595712,https://twitter.com/indivisibledgo/status/954824495004446720,,,,,
East Haddam,Two Wrasslin' Cats; 374 Town Street,CT,US,2018-01-20,FB: 77,77,,77,,,Together We Rise Building Bridges for Justice ,Empower Voters to Support Women's Rights,1,1,vigil,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-anniversarypower-to-the-polls,https://www.facebook.com/events/1739346656096790/,,,,,,
East Peoria,East Peoria Riverfront Park,IL,US,2018-01-20,at least 500,500,,500,,,Heart of Illinois NOW and Indivisible East Peoria,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/140216633360665/,http://www.pjstar.com/news/20180120/womens-march-activates-voters-in-east-peoria,,,,,,
Eastsound,Waterfront Park and Village Green,WA,US,2018-01-20,Nearly 100,100,,100,,,Orcas Women's Coalition,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://orcasissues.com/57473-2/,,,,,,,
Eau Claire,Phoenix Park,WI,US,2018-01-20,Hundreds,200,,200,,,Women's March Eau Claire,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/306599693185909/,http://www.weau.com/content/news/Womens-March-held-in-Eau-Claire-470323433.html,,,,,,
Ellensburg,Kittitas County Courthouse,WA,US,2018-01-20,approximately 200 to 300,200,,300,,,Ellensburg Indivisible,Empower Voters to Support Women's Rights,1,,March,0,0,0,0,1,1,https://www.dailyrecordnews.com/news/hundreds-turn-out-for-the-ellensburg-women-s-march/article_2c106058-70f0-53a5-9575-e5d8bb79eab9.html,,,,,,,
Eugene,Federal Courthouse,OR,US,2018-01-20,"estimated 5,000 - 7,000; estimated 3,000-4,000.",3000,,7000,,,Indivisible Eugene,Empower Voters to Support Women's Rights,1,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/169175637014466/,https://www.dailyemerald.com/2018/01/22/protesters-eugenes-womens-march-action-sustain-movements-energy-last-year/,http://kval.com/news/local/were-really-here-to-march-for-immigrants-rights-as-well-as-womens-rights-and-health-care,,,,,
Eureka,C Street Market Square,CA,US,2018-01-20,thousands,4630,,5000,,,Women's March on Eureka,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://lostcoastoutpost.com/2018/jan/21/drone-footage-yesterdays-womens-march-youve-been-w/,http://kiem-tv.com/2018/01/21/thousands-join-2018-womens-march-eureka/,eyewitness activist self-report via email; official headcount,http://kymkemp.com/2018/01/21/this-years-womans-march-in-eureka-started-with-one-woman-not-even-in-humboldt-county/,,,,
Fairbanks,Golden Heart Plaza,AK,US,2018-01-20,about 400,400,,400,,,March on Fairbanks,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/316701932150192/,http://www.newsminer.com/news/local_news/hundreds-turn-out-for-women-s-march-in-fairbanks/article_8cc572a4-fe81-11e7-9fab-0f12346d728d.html,,,,,,
Fairfax,Fairfax parkade to the San Anselmo hub,CA,US,2018-01-20,more than 100,100,,100,,,General Protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.marinij.com/general-news/20180120/marin-marchers-rally-against-trump-amid-government-shutdown,,,,,,,
Fargo,Fargo Civic Center,ND,US,2018-01-20,upwards of 700; more than 700,700,,700,,,Indivisible FM,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://www.wday.com/news/government-and-politics/4391276-turnout-strong-fargo-womens-march-organizers-push-civic,,,,,,,
Fayetteville,Town Center,AR,US,2018-01-20,na,3000,,3000,,,Fayetteville Women's March 2018,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/2031676263744386/,https://twitter.com/estevez_blanca/status/955536365122412546,,,,,,
Flagstaff,Flagstaff City Hall,AZ,US,2018-01-20,na,800,,1200,,,Together We Will Northern Arizona,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1551218624958079/,web form,,,,,,
Fort Bragg,Town Hall to City Park,CA,US,2018-01-20,na,900,,1100,,,Women's March Mendocino Coast 2018,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1966680416952927/,web form,,,,,,
Fort Worth,Tarrent County Courthouse,TX,US,2018-01-20,about 5000,5000,,5000,,,Tarrant County Democratic Women's Club,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/331771077231166/,http://www.star-telegram.com/news/local/community/fort-worth/article195769774.html,,,,,,
Francestown,Francestown Meetinghouse,NH,US,2018-01-20,134,134,,134,,,General Protestors,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.unionleader.com/Francestown-holds-peaceful-womens-march,,,,,,,
Fresno,Nees and Blackstone,CA,US,2018-01-20,thousands,2000,,2000,,,Women's March Fresno,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://marchonthepolls.org/event/womens-march-fresno/,https://www.facebook.com/events/367530390336893/,http://www.fresnobee.com/news/local/article195755649.html,,,,,
Friday Harbor,Friday Harbor Court House,WA,US,2018-01-20,1000,1000,,1000,,,General Protestors,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.sanjuanjournal.com/news/islanders-join-womens-march-in-friday-harbor/,,,,,,,
Galesburg,Galesburg Courthouse,IL,US,2018-01-20,FB: 35,35,,35,,,General Protestors,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.theknoxstudent.com/news/2018/01/24/galesburg-marches-womens-rights/#.Wmlbj6inHIU,https://actionnetwork.org/events/march-to-the-polls-galesburg-2018,https://www.facebook.com/events/139757043356720/,,,,,
Gallatin,MSU Parking Lot between 11th and 13th on College Street,MT,US,2018-01-20,FB: 422,422,,422,,,General Protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.ktvq.com/story/37310554/billings-residents-take-to-streets-for-montana-womens-march,https://www.facebook.com/events/2165978163416142/,,,,,,
Gettysburg,,PA,US,2018-01-20,hundreds,200,,200,,,General Protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://abc27.com/2018/01/21/womens-march-held-in-gettysburg/,http://www.gettysburgtimes.com/news/local/article_9bb7cfe1-aea2-5d75-9528-da80df26c115.html,,,,,,
Glens Falls,Warren Street and Oak Street,NY,US,2018-01-20,FB: 191,191,,191,,,2nd Annual Glens Falls Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/314303429072502/,,,,,,,
Glen Rock,Boro Hall Station,NJ,US,2018-01-20,FB: 77,77,,77,,,Women For Progress and Glen Rock After The March,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://www.facebook.com/events/417994065283480/,,,,,,,
Gouldsboro,"59 Main St., Prospect Harbor; Gouldsboro Town Office",ME,US,2018-01-20,,25,,25,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/gouldsboro-womens-march-20,https://bangordailynews.com/2018/01/18/news/state/a-year-after-the-biggest-protest-in-american-history-maine-women-plan-to-march-again/,https://www.centralmaine.com/2018/01/20/about-2500-march-for-womens-rights-in-augusta/,Also called Prospect Harbor march,https://www.facebook.com/pg/postcardsforAmerica/photos/?tab=album&album_id=1570352646412275,,,
Grand Junction,Lincoln Park,CO,US,2018-01-20,Thousands,2000,,2000,,,general protestors,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1782440188496571/,http://www.nbc11news.com/content/news/470313453.html,,,,,,
Grand Marais,Harbor Park,MN,US,2018-01-20,185,185,,185,,,Arrowhead Indivisible,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/grand-marais-womens-march,https://www.facebook.com/events/183036258948087/,,,,,,
Grants Pass,Riverside Park,OR,US,2018-01-20,FB: 314,314,,900,,,Grants Pass Women's March 2018,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/177167919531280/,eyewitness account,http://www.mailtribune.com/news/20180120/thousands-converge-in-medford-for-womens-march,,,,,
Great Falls,Gibson Park Band Shell to the YWCA,MT,US,2018-01-20,nearly 300,300,,1000,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.newsobserver.com/news/politics-government/national-politics/article195777139.html,http://www.greatfallstribune.com/story/news/2018/01/20/thousands-attend-democracy-rallies-around-state/1051327001/,,,,,,
Greeley,downtown,CO,US,2018-01-20,about 150,150,,150,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://www.greeleytribune.com/news/local/greeleys-first-womens-march-draws-larger-than-expected-crowd/,,,,,,,
Green Bay,Cowles Auditorium at the YMCA,WI,US,2018-01-20,Almost 400,400,,400,,,Women's March Green Bay,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/315305122301162/,http://www.greenbaypressgazette.com/story/news/2018/01/20/hundreds-attend-saturdays-green-bay-womens-march/1042798001/,,,,,,
Green Valley,W. Esperanza Blvd and N. La Canada Drive,AZ,US,2018-01-20,FB: 54,54,,54,,,Alliance 4 Action,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/396298527456609/,,,,,,,
Greenfield,Town Common & Court Square,MA,US,2018-01-20,approx 500,500,,500,,,general protestors,Empower Voters to Support Women's Rights,1,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1371469082975406/,http://www.recorder.com/Second-annual-women-s-rally-draws-hundreds-to-Greenfield-common-15021477,https://marchonthepolls.org/event/women-rise/,,,,,
Greenville,Falls Park on the Reedy River,SC,US,2018-01-20,more than a thousand women and hundreds of supporters,1200,,1200,,,Upstate Coalition for Equality,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/380059382418474/,https://www.greenvilleonline.com/story/news/2018/01/20/women-marching-greenville-show-their-strength/1050671001/,,,,,,
Gualala,Gualala Hotel Parking Lot,CA,US,2018-01-20,,,,,,,General Protestors,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-2018-5,,,,,,,
Gunnison,Legion Park,CO,US,2018-01-20,FB: 11,11,,11,,,Gunnison Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://marchonthepolls.org/event/gunnison-womens-march/,https://www.facebook.com/events/1499500716830432/,,,,,,
Gustavus,Gustavus Airport,AK,US,2018-01-20,about 90,90,,90,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/gustavus-march-for-humanity-power-to-the-polls,https://www.adn.com/alaska-news/2018/01/20/from-juneau-to-nome-alaskans-brave-the-cold-for-womens-march/,,,,,,
Hartford,State Capitol,CT,US,2018-01-20,estimated at 10000; na,10000,,12000,,,"Women's March CT, general protestors",Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1927244767603503/,http://www.nhregister.com/home/slideshow/Women-s-March-2018-in-Hartford-177731.php,https://twitter.com/womensmarchct/status/954876262308343820,https://ctmirror.org/2018/01/20/rally-to-empower-women-draws-thousands-to-the-capitol/,,,,
Helena,State Capitol,MT,US,2018-01-20,2000,2000,,2000,,,Helena Area Women’s March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/169881023764827/,http://www.krtv.com/story/37312646/womens-march-draws-2000-to-capitol,,,,,,
Hillsborough,Orange County Courthouse,NC,US,2018-01-20,more than 500,500,,500,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.newsobserver.com/news/local/counties/orange-county/article195803044.html,,,,,,,
Hillsville,Carter Pines Community Park,VA,US,2018-01-20,FB: 6,6,,6,,,Huddle Up Twin County,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-hillsville-virginia,https://www.facebook.com/events/841800549278484/,,,,,,
Hilo,Mo'oheau Park Bandstand; Lili‘uokalani Gardens; along Kamehameha Avenue,HI,US,2018-01-20,at least 500,500,,500,,,Women's March Hawaii Island,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1782731191777636/,http://www.hawaiitribune-herald.com/2018/01/21/hawaii-news/standing-up-for-their-rights-womens-issues-politics-on-minds-of-hundreds-at-hilo-rally/,,,,,,
Holland,Centennial Park,MI,US,2018-01-20,about 350,350,,350,,,Women's Issues Holland; Lakeshore Ethnic Diversity Alliance; Lighthouse Immigrant Advocates; Center For Women In Transition; Out On The Lakeshore,Rallying for unity,1,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/190602844827623/,https://actionnetwork.org/events/rally-for-commonality,http://www.hollandsentinel.com/news/20180120/rally-for-commonality-draws-350-together-for-social-justice,,,,,
Hollidaysburg,Blair County Courthouse; down Allegheny St to Broad St to Patch Way Rd,PA,US,2018-01-20,FB: 90,90,,90,,,Indivisible - Blair County; Blair County Federation of Democratic Women,,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/411661875931341/,,,,,,,
Homer ,Pioneer Avenue,AK,US,2018-01-20,more than 600; among the 650,600,,650,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://www.adn.com/alaska-news/2018/01/20/from-juneau-to-nome-alaskans-brave-the-cold-for-womens-march/,,,,,,,
Honolulu,State Capitol,HI,US,2018-01-20,thousands,2000,,2000,,,LGBT Caucus of the Demcoratic Party of Hawai'i,Empower Voters to Support Women's Rights,1,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/192303001322445/,http://khon2.com/2018/01/20/womens-march-brings-thousands-together-for-human-rights-in-hawaii/,,,,,,
Houston,Allen Parkway to City Hall,TX,US,2018-01-20,about 12000; more than 20000,12000,,20000,,,"Women's March on Houston, general protestors",Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/185119012070325/,http://www.houstonchronicle.com/news/houston-texas/houston/article/Thousands-march-through-downtown-for-second-12512756.php,http://www.houstonpress.com/news/women-and-men-march-together-for-change-in-houston-10138865,,,,,
Hudson,7th Street Park,NY,US,2018-01-20,between 2000 to 2500; over 5000,2000,,5000,,,Indivisible CD19 New York,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://marchonthepolls.org/event/indivisible-cd19-ny/,https://www.hudsonvalley360.com/article/thousands-assemble-hudson-second-annual-women’s-march,https://www.columbiapaper.com/2018/01/womens-march-returns-hudson/,,,,,
Huntsville,Big Springs Park,AL,US,2018-01-20,approx 1200,1200,,1200,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://www.facebook.com/events/204510536784911/,web form,,,,,,
Huntsville,town square,TX,US,2018-01-20,na,55,,65,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,web form,,,,,,,
Hyannis,Village Green,MA,US,2018-01-20,Hundreds,200,,200,,,general protestors,Empower Voters to Support Women's Rights,1,1,rally; march,0,0,0,0,1,1,https://actionnetwork.org/events/cape-cod-womens-march,http://www.capecodtimes.com/news/20180120/hundreds-gather-on-hyannis-village-green-for-womens-march,,,,,,
Idaho Falls,Idaho Falls Public Library,ID,US,2018-01-20,hundreds,200,,200,,,Women's March on Idaho Falls,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1314209345350127/,https://www.eastidahonews.com/2018/01/womens-march-idaho-falls-promotes-political-activism/,,,,,,
Indianapolis,American Legion Mall,IN,US,2018-01-20,thousands; over 3000; possibly 4000,2000,,4000,,,Women's March On Washington-Indiana,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/2073896855955504/,http://fox59.com/2018/01/20/second-womens-march-puts-focus-on-2018-elections/,http://www.newsandtribune.com/multimedia/women-s-march-indianapolis/collection_edce2f4e-fe38-11e7-a038-93e0b85b7864.html,http://www.thestarpress.com/story/news/local/2018/01/20/hoosier-womens-march-participants-talk-2018-wishes-and-whats-next-metoo/1044753001/,,,,
Iowa City,Pedestrian Mall near the Weatherdance Fountain; downtown,IA,US,2018-01-20,more than 1000,1000,,1000,,,general protestors,Empower Voters to Support Women's Rights,1,1,march; rally,0,0,0,0,1,1,http://www.thegazette.com/subject/news/community/women-to-march-saturday-in-iowa-city-building-on-success-of-2017-20180118,thegazette.com/subject/news/hundreds-take-to-iowa-city-street-for-womens-march-20180120,,,,,,
Jackson,State Capitol,MS,US,2018-01-20,FB: 231,231,,231,,,Indivisible Jackson Metro and Pantsuit Nation Mississippi Chapter,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/531188110587858/,,,,,,,
Jackson Hole,Home Ranch Visitor Center,WY,US,2018-01-20,about 300,300,,300,,,Jackson Hole Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/186479368755248/,http://www.jhnewsandguide.com/news/features/women-march-to-move-forward/article_7487f260-4308-5aaf-8ecc-bdb02f1522af.html,,,,,,
Janesville,,WI,US,2018-01-20,na,89,,89,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-anniversary-power-to-the-polls-8,Facebook,,,,,,
Jenner,Timber Cove landing,CA,US,2018-01-20,,,,,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/timber-cove-landing-womens-march-and-rally,https://www.sacbee.com/news/state/california/article195751684.html,,,,,,
Johnson City,Founder's Park,TN,US,2018-01-20,Thousands,2000,,2000,,,Women's March 2.0 Tri-Cities TN,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/550035945330876/,http://wjhl.com/2018/01/20/tri-cities-womens-march-held-in-downtown-johnson-city-saturday/,,,,,,
Juneau,"State Capitol, 4th & Main Street",AK,US,2018-01-20,Hundreds; close to 1000,200,,1000,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/2018-juneau-womens-march,https://www.ktoo.org/2018/01/20/2018-womens-march-organizers-encourage-younger-generation-of-women-to-run-for-office/,https://www.alaskapublic.org/2018/01/22/alaskans-march-for-women-call-for-power-to-the-polls/,,,,,
Kahului,UH Maui College,HI,US,2018-01-20,roughly 5000,5000,,5000,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.hawaiinewsnow.com/story/37312521/thousands-join-local-marches-statewide-to-stand-in-solidarity-for-womens-rights,,,,,,,
Kalispell,Downtown Kalispell,MT,US,2018-01-20,Hundreds,200,,700,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.newsobserver.com/news/politics-government/national-politics/article195777139.html,http://www.dailyinterlake.com/local_news/20180120/photos_womens_march_held_in_kalispell,http://flatheadbeacon.com/galleries/photos-womens-march-flathead/,https://www.facebook.com/groups/371946963136711/,,,,
Kankakee,Kankakee County Courthouse,IL,US,2018-01-20,Around 200,200,,200,,,General protestors,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.daily-journal.com/news/local/local-women-s-march-part-of-mass-movement/article_f1c1a0a3-c742-52ac-9827-b712d72e56cf.html,,,,,,,
Kansas City,Brookside Park,MO,US,2018-01-20,around 300,300,,300,,,general protestors,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.wfmz.com/news/cnn-national/9yearold-girl-plans-kansas-city-womens-march/691018569,,,,,,,
Ketchikan,,AK,US,2018-01-20,roughly 150,150,,150,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://www.adn.com/alaska-news/2018/01/20/from-juneau-to-nome-alaskans-brave-the-cold-for-womens-march/,,,,,,,
Ketchum,Town Square,ID,US,2018-01-20,hundreds,200,,1200,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-we-march-on,http://www.kmvt.com/content/news/Hundreds-march-in-Ketchum-for-womens-rights-470343053.html,web form,,,,,
Kings Beach,North Tahoe Event Center,CA,US,2018-01-20,more than 750,750,,750,,,Women's March Lake Tahoe & Truckee,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/groups/womens-march-truckee-ca,https://www.sierrasun.com/news/hundreds-attend-2018-womens-march-in-kings-beach/,,,,,,
Klamath Falls,Klamath County Goverment Center,OR,US,2018-01-20,more than 200,200,,200,,,General Protestors,Empower Voters to Support Women's Rights,1,1,march; rally,0,0,0,0,1,1,https://www.heraldandnews.com/news/hundreds-show-for-k-falls-women-s-march/article_241b0c53-d3cd-5b1f-9d2d-1b9b356a6a67.html,https://actionnetwork.org/events/womens-march-klamath-falls,,,,,,
Kodiak,Kodiak High School,AK,US,2018-01-20,about 140,140,,140,,,Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/women-march-2,https://www.adn.com/alaska-news/2018/01/20/from-juneau-to-nome-alaskans-brave-the-cold-for-womens-march/#_,,,,,,
La Grande,Union County Offices,OR,US,2018-01-20,300,300,,300,,,General Protestors,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/women-march-for-truth-and-justice,http://www.bakercityherald.com/home/5941399-151/marchers-message,,,,,,
Lamoni,The Colesium,IA,US,2018-01-20,FB: 18,18,,18,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.thegazette.com/subject/news/community/women-to-march-saturday-in-iowa-city-building-on-success-of-2017-20180118,https://www.facebook.com/events/2052684858322640/,https://actionnetwork.org/events/first-anniversary-womens-march-lamoni,,,,,
Lancaster,Great North Woods parking lot; 25 Park Street,NH,US,2018-01-20,FB: 44,44,,44,,,Beyond the North Country Women's March,march in support of civil rights and voting rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/anniversary-womens-march,https://www.facebook.com/events/821640364689245/,,,,,,
Laramie,Laramie Plains Civic Center,WY,US,2018-01-20,FB: 93,93,,93,,,The Art and Action Project and Wyoming Art Party January 20,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/2234973569861924/,,,,,,,
Lawrence,South Park,KS,US,2018-01-20,estimated 2500,2500,,2500,,,February Sisters,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/554737534878127/,http://www2.ljworld.com/news/2018/jan/20/2500-attend-2018-womens-march-promote-resistance-c/,,,,,,
Leonia,LMS-to Wood Hall,NJ,US,2018-01-20,more than 300,300,,300,,,Leonia Action Alliance,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://www.facebook.com/events/178902742704016/?notif_t=event_calendar_create&notif_id=1514420073509495,https://www.northjersey.com/story/news/bergen/leonia/2018/01/20/leonia-nj-womens-march-movement-takes-streets/1048251001/,,,,,,
Lewis,Lewis Cemetery,NY,US,2018-01-20,FB: 28,28,,28,,,Adirondack Women's March 2018,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/134493770556310/,,,,,,,
Lexington,Fayette Circuit Courthouse,KY,US,2018-01-20,More than 2000,2000,,2000,,,Kentucky National Organization For Women general protestors,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1496492360440088/,http://www.kentucky.com/news/local/counties/fayette-county/article195792539.html,,,,,,
Lima,town square,OH,US,2018-01-20,na,17,,17,,,general protestors,Empower Voters to Support Women's Rights,1,1,rally,0,0,0,0,1,1,http://www.limaohio.com/news/281454/womens-march-remembered-in-lima,,,count from pic,,,,
