CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),Women's?,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,,
Little Rock,State Capitol,AK,US,2018-01-13,,,,,,," Hannah Bruner, Alyson Clyburn, General Protestors",#MeToo Movement,0,,March,,,,,1,1,https://www.facebook.com/events/366560380452723,,,,,,,
Oakland ,Mayor's house,CA,US,2018-01-13,,,,,,,general protestors,Rallying for affordable housing,0,,rally,0,0,0,0,1,1,http://abc7news.com/society/housing-protesters-camp-out-at-oakland-mayors-house-/2943295/,,,,,,,
Portland,Will Leather,OR,US,2018-01-13,around a dozen,12,,12,,,"Promotion of Equality, Acceptance and Compasson Everywhere",Protesting leather usage,0,,protest,0,0,0,0,1,1,http://www.wweek.com/news/2018/01/13/portland-vegans-are-now-protesting-leather-stores/,,,,,,,
Richmond,,VA,US,2018-01-13,about 25,25,,25,,,Virginia River Healers,Protesting Gov's pro-pipeline stance,0,,protest,0,0,0,0,1,1,http://wtvr.com/2018/01/13/activists-protest-gov-northams-position-on-pipelines/,,,,,,,
Rockville,Local church,MD,US,2018-01-13,,,,,,,general protestors,Protesting Trump's racist comments,1,,protest,0,0,0,0,1,1,http://baltimore.cbslocal.com/2018/01/13/haitian-church-trump/,,,,,,,
San Diego,Balboa Park,CA,US,2018-01-13,,,,,,,The Junior League,Rallying against human trafficking,0,,rally,0,0,0,0,1,1,http://www.cbs8.com/story/37260716/rally-raises-awareness-of-human-trafficking-in-the-region,,,,,,,
Shell Rock,IA Sen. Majority Leader Bill Dix's home,IA,US,2018-01-13,about 100; a large group,100,,100,,,general protestors,Protesting Dix's anti-family/anti-worker agenda,0,,protest,0,0,0,0,1,1,http://wcfcourier.com/news/local/govt-and-politics/photos-protesters-picket-bill-dix-s-home/article_3dfdcc05-d75d-51e4-bce1-fd70552f4252.html,http://www.kcrg.com/content/news/Protesters-picket-outside-of-Senate-Majority-Leader-Bill-Dixs-home-469175973.html,http://wcfcourier.com/news/local/govt-and-politics/black-hawk-county-republicans-denounce-dix-protest/article_16a77c46-dbd9-5f74-954b-0da257b63a01.html,,,,,
Spring Valley,,NY,US,2018-01-13,,,,,,,general protestors,Protesting Trump's racist comments,1,,protest,0,0,0,0,1,1,http://westchester.news12.com/story/37260168/rally-held-in-spring-valley-against-trumps-haiti-africa-comments,,,,,,,
St. Augustine,Our Lady of La Leche Shrine,FL,US,2018-01-13,,,,,,,March for Life St. Augustine,March against abortion,0,,March,,,,,1,1,https://www.marchforlifestaugustine.com/event-info,,,,,,,
Tupelo,,MS,US,2018-01-13,,,,,,,general protestors,Protesting removal of confederate flag,2,,protest,0,0,0,0,1,1,http://www.wtva.com/content/news/People-protest-state-flag-coming-down-from-Tupelo-police-headquarters-469156833.html?ref=833,,,,,,,
Boston,Local Church,MA,US,2018-01-14,more than 400,400,,400,,,general protestors,Protesting Trump's immigration policy,1,,protest,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2018/01/14/immigrants-gather-east-boston-church-rally-for-tps/K49FkKHqlKNHEDm7fYe53I/story.html,,,,,,,
Chicago,Federal Center & Plaza,IL,US,2018-01-14,FB: 114,114,,114,,,Friends Who MArch,Protest March For Life Chicago,0,,Protest,0,0,0,0,1,1,https://www.facebook.com/events/1828087344118465/,,,,,,,
Las Cruces,Main St.,NM,US,2018-01-14,a few hundred,200,,200,,,general protestors,March for racial equality,1,,march,0,0,0,0,1,1,http://www.lcsun-news.com/story/news/2018/01/15/hundreds-las-cruces-march-honor-martin-luther-king-jr/1033091001/,,,,,,,
Lorain,City Hall to Greater Victory,VA,US,2018-01-14,,,,,,,general protestors,March for racial equality,1,,march,0,0,0,0,1,1,http://www.chroniclet.com/Local-News/2018/01/15/Martin-Luther-King-Jr-Day-call-to-action.html,,,,,,,
Manhattan,Coogan's Restaurant,NY,US,2018-01-14,,,,,,,General Protestors,Protesting closing of Coogan's restaurant due to high rents,0,,Protest,,,,,1,1,http://abc7ny.com/society/community-fighting-to-save-popular-bar-from-rent-hike/2931157/,,,,,,,
Minneapolis,U.S. Bank Stadium,MN,US,2018-01-14,,,,,,,Take a Knee Twin Cities,National anthem protest; protesting racial inequality,1,,protest,0,0,0,0,1,1,http://minnesota.cbslocal.com/2018/01/11/protest-vikings-saints-playoff-game/,,,,,,,
Newport News,New Beech Grove Baptist church,VA,US,2018-01-14,,,,,,,general protestors,March for racial equality,1,,march,0,0,0,0,1,1,http://wavy.com/2018/01/14/citizens-march-in-newport-news-in-honor-of-dr-martin-luther-king-jr/,,,,,,,
Portland,SEIU Local,OR,US,2018-01-14,FB: 171,171,,171,,,Yes On Meassure 101: Yes on Healthcare,Rallying support for pro-healthcare bil,1,,rally,0,0,0,0,1,1,https://www.facebook.com/events/134214843941352/,,,,,,,
Springfield,Baystate Medical Center,MA,US,2018-01-14,FB: 5,5,,5,,,Western Massachusetts Animal Rights Advocates,Protesting Baystate Medical Center's Pig Lab,0,,Protest,0,0,0,0,1,1,https://www.facebook.com/events/187117788537426/,,,,,,,
Tulsa,Cincinnati Ave.,OK,US,2018-01-14,about 50,50,,50,,,general protestors,March for racial equality,1,,march,0,0,0,0,1,1,http://www.tulsaworld.com/homepagelatest/all-of-us-together-participants-march-commemorate-martin-luther-king/article_94b87fd6-8912-537b-998e-f729b7dda84b.html,,,,,,,
Abbeville,Gordon community and cultural center,MS,US,2018-01-15,more than 70; about 70,70,,70,,,general protestors,Protesting Trump's racist comments,1,,protest,0,0,0,0,1,1,http://www.oxfordeagle.com/2018/01/16/marchers-protest-trumps-alleged-comments-promote-voting/,,,,,,,
Abilene,downtown,TX,US,2018-01-15,,,,,,,general protestors,Rallying for racial equality,1,,march,0,0,0,0,1,1,http://www.reporternews.com/story/news/local/2018/01/16/abilene-mlk-march-bridges-gaps-between-people/1034575001/,,,,,,,
Adrian,Reformed Baptist Church,MI,US,2018-01-15,approximately 80,80,,80,,,general protestors,Pro Life Protesters,2,,march,0,0,0,0,1,1,http://www.lenconnect.com/news/20180116/annual-lenawee-county-rally-focuses-on-baby-box-project-goal,,,,,,,
Amarillo,Potter County Courthouse,TX,US,2018-01-15,dozens,24,,24,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://amarillo.com/local-news/news/2018-01-15/time-take-inventory-amarilloans-march-honor-legacy-martin-luther-king-jr,,,,,,,
Annapolis,Bladen Rd.,MD,US,2018-01-15,FB: 39,39,,39,,,Lower Shore Progressive Caucus,Rallying to raise the minimum wage,0,,rally,0,0,0,0,1,1,https://www.facebook.com/events/134907907178520/,,,,,,,
Asheville ,City Council Plaza,NC,US,2018-01-15,,,,,,,general protestors,MLK March for Peace,1,,march,0,0,0,0,1,1,http://www.citizen-times.com/story/news/local/2018/01/15/mlk-peace-march-and-rally-serves-call-service-many/1033644001/,,,,,,,
Athens,University of Ohio Campus,OH,US,2018-01-15,about 360,360,,360,,,Students,Rallying for racial equality,1,,rally,0,0,0,0,1,1,https://www.athensnews.com/news/campus/annual-march-on-ou-campus-celebrates-mlk-jr-years-after/article_4bc1ed18-fbbc-11e7-8b21-179bf3222dd3.html,,,,,,,
Atlantic City,MLK Jr. Blvd,NJ,US,2018-01-15,NA,200,,200,,,general protestors,March for racial equality,1,,march,0,0,0,0,1,1,http://www.pressofatlanticcity.com/gallery/atlantic-city-s-annual-martin-luther-king-jr-march/collection_dd366dd6-e13c-5422-9810-7548642392eb.html,,,,,,,
Austin,University of Texas,TX,US,2018-01-15,hundreds,200,,200,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.kvue.com/news/local/hundreds-march-through-austin-to-honor-mlk/508260341,,,,,,,
Austin,Montpolis Negro School,TX,US,2018-01-15,,,,,,,NAACP,Protesting gentrification,0,,protest,0,0,0,0,0,1,http://www.mystatesman.com/news/local/east-austin-residents-protest-gentrification-codenext/qa90KUTnPHYkS8kVxhSwiJ/,,,,,,,
Beacon,Springfield Baptist Church,NY,US,2018-01-15,,,,,,,general protestors,Rallying for racial equality and rembering MLK,1,,rally,0,0,0,0,1,1,http://www.poughkeepsiejournal.com/story/news/2018/01/15/martin-luther-king-parade-attendees-push-progress-education-next-generation/1023826001/,,,,,,,
Bloomington,Neal-Marshall Black Culture Center at Indiana University,IN,US,2018-01-15,about 30,30,,30,,,students,March to honor MLK Memorial and Civil Justice,1,,march,0,0,0,0,1,1,http://www.idsnews.com/article/2018/01/students-honor-mlk-through-march-and-unity-summit,,,,,,,
Bowling Green,Warren County Justice Center to State Street baptist Church,KY,US,2018-01-15,hundreds,200,,200,,,general protestors,March to honor MLK Memorial and Civil Justice,1,,march,0,0,0,0,1,1,http://www.wbko.com/content/news/Hundreds-march-and-gather-to-honor-Dr-Martin-Luther-King-on-Monday-469439023.html,,,,,,,
Bristol,YMCA,VA,US,2018-01-15,hundreds,200,,200,,,YWCA,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.heraldcourier.com/news/hundreds-gather-for-bristol-s-first-ever-mlk-march/article_b77b34e0-fa33-11e7-93e0-0b2743b05ce1.html,,,,,,,
Bryan,Kemp Elementary,TX,US,2018-01-15,hundreds,200,,200,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.kbtx.com/content/news/Hundreds-march-in-Bryan-to-remember-Dr-Martin-Luther-King-469420113.html,,,,,,,
Carlisle,Old Courthouse,NY,US,2018-01-15,over 200,200,,200,,,general protestors,Rallying for racial equality,1,,rally; march,0,0,0,0,1,1,http://abc27.com/2018/01/15/mlk-march-held-in-cumberland-county/,,,,,,,
Carlsbad,Canyon St.,NM,US,2018-01-15,,,,,,,Martin Luther King Jr.  Scholarship committee,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.currentargus.com/story/news/local/2018/01/15/carlsbad-comes-together-annual-mlk-freedom-march/1034207001/,,,,,,,
Casper,City Park,WY,US,2018-01-15,about 100,100,,100,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://trib.com/news/local/casper/casperites-march-for-equality-on-mlk-day/article_a52e5eb0-cdd7-5a5b-b343-9250ac1bffbe.html,,,,,,,
Chicago,N. Clark St.,IL,US,2018-01-15,,,,,,,Indivisible Illinois,Rallying for DREAM Act,1,,rally,0,0,0,0,1,1,https://www.facebook.com/events/317935728724612/,,,,,,,
Charleston,State Capitol,WV,US,2018-01-15,FB: 42,42,,42,,,Webster County Education Association,Protesting cuts to public education,0,,protest,0,0,0,0,1,1,https://www.facebook.com/events/743615335828180/,,,,,,,
Cheyenne,Wyoming Supreme Court,WY,US,2018-01-15,more than 100,100,,100,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,https://www.wyomingnews.com/martin-luther-king-jr-march/collection_d7aa3e1e-fa4c-11e7-8a2a-c367c61bbf34.html,,,,,,,
Cincinnati,Downtown,OH,US,2018-01-15,,,,,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,https://www.cincinnati.com/videos/news/2018/01/15/cincinnati-martin-luther-king-jr.-day-march/109483454/,,,,,,,
Clovis,First Church of God in Christ,NM,US,2018-01-15,more than four dozen,48,,48,,,general protestors,Rallying for racial equality,1,,march,0,0,0,0,1,1,http://www.easternnewmexiconews.com/story/2018/01/16/news/dozens-brave-cold-for-mlk-march/155756.html,,,,,,,
Colorado Springs,Colorado College,CO,US,2018-01-15,more than 450,450,,450,,,NAACP,Rallying for racial equality,1,,rally,0,0,0,0,1,1,https://www.csindy.com/Abstractions/archives/2018/01/15/all-peoples-breakfast-and-march-builds-on-martin-luther-king-jrs-legacy,,,,,,,
Columbia,Statehouse,SC,US,2018-01-15,several hundred,200,,200,,,South Carolina NAACP,Rallying for racial equality,1,,rally,0,0,0,0,1,1,https://www.postandcourier.com/news/columbia-marchers-pay-tribute-to-mlk-in-annual-king-day/article_3f417380-fa25-11e7-aaf0-832b400fdedc.html,https://www.postandcourier.com/photo_galleries/columbia-pays-tribute-to-mlk-in-annual-king-day-at/collection_2e2a8e82-fa35-11e7-92ba-7b5c5f594eba.html,,,,,,
Columbus,City Hall,OH,US,2018-01-15,,,,,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.dispatch.com/news/20180114/martin-luther-kings-legacy-inspires-todays-activism,,,,,,,
Coolidge,Central Ave.,AZ,US,2018-01-15,,,,,,,New Destiny Christian Center,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.pinalcentral.com/coolidge_examiner/news/mlk-march-overtakes-downtown-coolidge/article_09fc9e94-b5de-5a04-8cee-e68946898e51.html,,,,,,,
Dayton,Dayton Convention Center,OH,US,2018-01-15,hundreds,200,,200,,,general protestors,Rallying for racial equality,1,,march,0,0,0,0,1,1,http://www.mydaytondailynews.com/news/despite-snowfall-hundreds-downtown-dayton-marchers-celebrate-king/v7qUJJKY7Ev0SvG5L9mJZN/,,,,,,,
DeLand,Stetson University,FL,US,2018-01-15,hundreds,200,,200,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.news-journalonline.com/news/20180115/volusia-communities-come-together-to-honor-mlk,,,,,,,
Detroit,Central United Methodist church,MI,US,2018-01-15,,,,,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.theoaklandpress.com/general-news/20180114/events-scheduled-across-state-to-celebrate-kings-birthday,,,,,,,
Duluth,Lake Ave,MN,US,2018-01-15,hundreds,200,,200,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.duluthnewstribune.com/news/4388422-hundreds-march-duluth-martin-luther-king-jr-day,,,,,,,
Durango,Fort Lewis college,CO,US,2018-01-15,about 200,200,,200,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,https://durangoherald.com/articles/204070,,,,,,,
Elyria,ElyriaSquare to Elyria Highschool,OH,US,2018-01-15,approximately 60,60,,60,,,general protestors,MLK Remembranceand Civil Justice March,1,,march,0,0,0,0,1,1,http://www.chroniclet.com/Local-News/2018/01/16/Annual-celebration-at-Elyria-High-School-becomes-birthday-party-for-King.html,,,,,,,
Englewood,City Hall,NJ,US,2018-01-15,around 100,100,,100,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,https://www.northjersey.com/story/news/bergen/englewood/2018/01/15/englewood-church-celebrates-mlk-day-48th-annual-march/1030290001/,,,,,,,
Erie,Perry Square to MLK Jr. Center,PA,US,2018-01-15,more than 200,200,,200,,,Erie NAACP,March for racial equality,1,,march,0,0,0,0,1,1,http://www.goerie.com/news/20180116/kings-memory-drives-eries-annual-march,,,,,,,
Eugene,,OR,US,2018-01-15,FB: 40,40,,40,,,Yes On Meassure 101: Yes on Healthcare,Rallying support for pro-healthcare bil,0,,rally,0,0,0,0,1,1,https://www.facebook.com/events/277433022780139/,,,,,,,
Farmersville,Garden Street Plaza,CA,US,2018-01-15,,,,,,,general protestors,MLK Remembranceand Civil Justice March,1,,March,0,0,0,0,1,1,http://www.visaliatimesdelta.com/story/news/2018/01/15/tulare-county-marchers-celebrate-peace-unity/1034534001/,,,,,,,
Flagstaff,Northern Arizona University,AZ,US,2018-01-15,hundreds,200,,200,,,Black Student Union,Rallying for racial equality,1,,protest,0,0,0,0,1,1,http://www.12news.com/article/news/local/arizona/flagstaff-celebrates-martin-luther-king-jr-day-with-annual-march/75-508236684,http://azdailysun.com/news/hundreds-march-at-nau-to-honor-king-s-legacy/article_0b404082-8036-5090-88f0-016313ec7af6.html,,,,,,
Florence,Downtown,SC,US,2018-01-15,hundreds,200,,200,,,Florence County Democratic Party,March for racial equality,1,,march,0,0,0,0,1,1,http://www.scnow.com/news/article_bf2f4864-fa3f-11e7-b42c-bb9ee0f0825a.html,,,,,,,
Floresville,Greater Bethel Baptist Church,TX,US,2018-01-15,,,,,,,general protestors,Rally for racial equality and MLK,1,,protest; march,0,0,0,0,1,1,https://www.sanmarcosrecord.com/news/scenes-mlk-day-silent-march,,,,,,,
Fort Collins,Old Town Square to Colorado State university,CO,US,2018-01-15,hundreds,200,,200,,,general protestors,March for racial equality,1,,march,0,0,0,0,1,1,https://www.coloradoan.com/story/news/2018/01/15/hundreds-march-fort-collins-martin-luther-king-jr-day/1025974001/,,,,,,,
Fort Myers,Public Library to Centennial Park,FL,US,2018-01-15,about 800,800,,800,,,general protestors,March for racial equality,1,,march,0,0,0,0,1,1,http://www.news-press.com/story/news/2018/01/15/fort-myers-honors-dr-martin-luther-king-31st-march-dunbar-centennial-park/1026297001/,,,,,,,
Fort Smith,,AR,US,2018-01-15,,,,,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.nwaonline.com/news/2018/jan/16/fort-smith-celebrates-king-s-legacy-wit-1/,,,,,,,
Fresno,St. John's Church to city Hall,CA,US,2018-01-15,a few hundreds,200,,200,,,general protestors,March for racial equality,1,,march,0,0,0,0,1,1,http://www.fresnobee.com/news/local/article194739769.html,,,,,,,
Hamilton,,OH,US,2018-01-15,,,,,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.whio.com/news/hamilton-mlk-march/3w767nhAhAiILZ5T6TYOqN/,,,,,,,
Houston,Houston Children's Museum,TX,US,2018-01-15,,,,,,,Children's Museum of Houston,Rallying for racial equality,1,,march,0,0,0,0,1,1,http://stylemagazine.com/news/2018/jan/11/join-rep-garnet-coleman-22nd-annual-mlk-day-celebr/,,,,,,,
Huntington,Marshall University,WV,US,2018-01-15,,,,,,,general protestors,MLK Remembranceand Civil Justice March,1,,March,0,0,0,0,1,1,http://www.loganbanner.com/news/mlk-s-legacy-to-be-honored-with-march-speech-and/article_ce64c7fe-9b27-5bb8-92c8-af009dc1644b.html,,,,,,,
Iowa City,Grant Wood Elementary School,IA,US,2018-01-15,,,,,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.thegazette.com/subject/life/in-iowa-marching-for-many-reasons-but-one-message-vote-20180128,,,,,,,
Jacksonville,City Hall,NC,US,2018-01-15,,,,,,,general protestors,March for racial equality,0,,march,0,0,0,0,1,1,http://www.jdnews.com/news/20180115/peace-and-unity-march-held-to-honor-kings-legacy,,,,,,,
Jacksonville,,FL,US,2018-01-15,thousands,2000,,2000,,,general protestors,March for racial equality,1,,march,0,0,0,0,1,1,https://www.news4jax.com/news/grieving-grandfather-marches-for-justice-in-mlk-parade,,,,,,,
Johnson City,Greater Love International Church,TN,US,2018-01-15,hundreds,200,,200,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.johnsoncitypress.com/History/2018/01/15/Unity-Harmony-Love-Hundreds-celebrate-MLK-Day-with,,,,,,,
Johnstown ,Southmont Municipal Building,PA,US,2018-01-15,picture: 8,8,,8,,,general protestors,Protesting zoning regulations,0,,protest,0,0,0,0,1,1,http://www.tribdem.com/news/west-hills-property-owners-protest-proposed-southmont-zoning-change/article_a2dac05c-fa68-11e7-be80-67128f790c6f.html,,,,,,,
Lancaster,Binns Park,PA,US,2018-01-15,nearly 100,100,,100,,,Lancaster Action Now,Protesting bill that would require people to pay more toward crime fighting,0,,protest,0,0,0,0,1,1,http://lancasteronline.com/news/local/binns-park-crowd-rallies-against-bill-aiming-to-charge-emergency/article_72496bfa-fa31-11e7-a076-9746b3e1a2e0.html,,,,,,,
Lansing,Catholic Diocese of Lansing,MI,US,2018-01-15,more than 150,150,,150,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.lansingstatejournal.com/story/news/2018/01/15/150-march-protest-catholic-diocese-lansing-national-anthem-pledge-policies/1032681001/,,,,,,,
Lawrenceville,Moore Middle School,GA,US,2018-01-15,more than 2000 in the parade,2000,,2000,,,United Ebony Society of Gwinnett County,Rallying for racial equality,1,,parade; march,0,0,0,0,1,1,http://www.gwinnettdailypost.com/local/gwinnett-s-largest-mlk-parade-ever-highlights-county-s-black/article_444659a5-bd82-550e-8b66-3dabc43e8f3a.html,,,,,,,
Lexington,Downtown,KY,US,2018-01-15,thousands,2000,,2000,,,general protestors,March for racial equality,1,,march,0,0,0,0,1,1,http://www.kentucky.com/news/local/counties/fayette-county/article194756809.html,,,,,,,
Linden,nursing home,NJ,US,2018-01-15,NA,140,,140,,,United Healthcare Workers East,Protesting working conditions,0,,protest,0,0,0,0,1,1,http://www.mycentraljersey.com/story/news/local/union-county/2018/01/16/linden-nursing-home-workers-protest-labor-practices/1036121001/,,,,,,,
Lincoln,State Capitol,NE,US,2018-01-15,,,,,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://journalstar.com/news/local/education/headlines-disturbingly-similar-as-in-the-s-say-participants-in/article_5650531b-64c5-5254-a49d-a34656f7d2fc.html,,,,,,,
Louisville,Missionary Baptist Church,KY,US,2018-01-15,hundreds,200,,200,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.wlky.com/article/46th-annual-dr-martin-luther-king-jr-motorcade-and-rally-underway/15163917,,,,,,,
Loxley,Highway 59,AL,US,2018-01-15,more than a dozen,12,,12,,,general protestors,March for racial equality,1,,march,0,0,0,0,1,1,http://www.fox10tv.com/story/37268219/everything-has-changed-but-nothing-has-changed,,,,,,,
Lufkin,,TX,US,2018-01-15,hundreds,200,,200,,,general protestors,MLK Remembrance March,0,,march,0,0,0,0,1,1,http://lufkindailynews.com/news/local/article_0e5fc644-2a17-5d97-8520-3395aa7543fb.html,,,,,,,
Macon,Washington Community Center,GA,US,2018-01-15,around 100,100,,100,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.macon.com/news/local/article194707789.html,,,,,,,
Marquette,Northern Michigan University,MI,US,2018-01-15,nearly 100,100,,100,,,College Students,MLK Remembrance March,0,,march,0,0,0,0,1,1,http://www.miningjournal.net/news/front-page-news/2018/01/students-march-for-kings-legacy-memory/,,,,,,,
Miami,,FL,US,2018-01-15,,,,,,,ATV riders,Protesting guns,1,,protest,19,1,0,0,1,1,http://www.miamiherald.com/news/local/article194778094.html,,,,,,,
Missoula,Caras Park,MT,US,2018-01-15,more than 100,100,,100,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://missoulian.com/news/local/martin-luther-king-jr-rally-draws-crowd-to-caras-park/article_df28eec5-4090-5b57-8032-45e02ac53ebf.html,,,,,,,
Montgomary,,AL,US,2018-01-15,,,,,,,general protestors,MLK Civil Justice march,1,,march,0,0,0,0,1,1,http://www.montgomeryadvertiser.com/picture-gallery/news/2018/01/15/martin-luther-king-day-march/109490062/,,,,,,,
Mount Pleasant,Central Michigan University,MI,US,2018-01-15,hundreds,200,,200,,,College Students,Community Peace March and Vigil,1,,march; vigil,0,0,0,0,1,1,http://www.cm-life.com/article/2018/01/mlk-march,,,,,,,
Murfreesboro,Central Magnet School to Patterson Park,TN,US,2018-01-15,,,,,,,NAACP,March for racial equality,1,,march,0,0,0,0,1,1,http://www.dnj.com/story/news/local/2018/01/15/remembering-dream-murfreesboro-marches-martin-luther-king-jr-day/1019006001/,,,,,,,
Naples,Downtown Naples,FL,US,2018-01-15,,,,,,,Collier County NAACP,March for racial equality,1,,march,0,0,0,0,1,1,http://news.wgcu.org/post/slideshow-mlk-day-parade-downtown-naples,,,,,,,
Nashville,,TN,US,2018-01-15,,,,,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,https://www.tennessean.com/videos/news/2018/01/15/mayor-barry-%E2%80%94-mlk-day-event-%E2%80%94-blasts-president-trump/109479666/,,,,,,,
Newark,Newark Airport,NJ,US,2018-01-15,hundreds,200,,200,,,Airport workers,Rallying for higher pay,0,,rally,0,0,0,0,1,1,http://pix11.com/2018/01/15/newark-airport-workers-demand-higher-pay-march-between-terminals-causing-traffic-delays/,,,,,,,
New York,Judson Memorial Church,NY,US,2018-01-15,hundreds,200,,200,,,general protestors,Protesting ICE for breaking up families,1,,protest,0,0,0,0,1,1,https://www.amny.com/news/protest-in-washington-square-park-demands-ice-release-ravi-ragbir-1.16193175,,,,,,,
New York,National Action Network HQ,NY,US,2018-01-15,hundreds,200,,200,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,0,1,https://www.amny.com/news/mlk-day-trump-protest-1.16198101,,,,,,,
New York,Times Square,NY,US,2018-01-15,hundreds,200,,200,,,general protestors,Protesting Trump's racist comments,1,,protest,0,0,0,0,0,1,http://www.philly.com/philly/news/nation_world/20180115_ap_9f1ba4cac2b54794ae0fd03aac0fb8e1.html,http://www.mankatofreepress.com/news/hundreds-converge-on-times-square-to-protest-racism-trump/article_af404e7a-fdbe-5e3e-a791-21bea59f069d.html,,,,,,
New York,Washington Square Park,NY,US,2018-01-15,hundreds,200,,200,,,general protestors,Protesting ICE detention of several anti-deportation leaders,1,,protest,0,0,0,0,1,1,https://www.newsday.com/news/new-york/hundreds-rally-for-release-of-immigrant-rights-leaders-1.16195972,,,,,,,
Norwich,Evan Memorial Zion Church,CT,US,2018-01-15,,,,,,,general protestors,MLK Civil Justice march,1,,march,0,0,0,0,1,1,http://www.norwichbulletin.com/news/20180115/norwich-naacp-march-reaffirms-mlk-legacy,,,,,,,
Oakland ,Grant Plaza,CA,US,2018-01-15,FB: 558,558,,558,,,Anti Police-Terror Project,March to reclaim MLK Jr.'s raical legacy,1,,march,0,0,0,0,1,1,https://www.facebook.com/events/1753494438292045/,,,,,,,
Ocala,,FL,US,2018-01-15,,,,,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.ocala.com/news/20180115/annual-mlk-march-promotes-unity-education,,,,,,,
Odessa,Senior Center to Community Center,TX,US,2018-01-15,hundreds,200,,200,,,general protestors,March for racial equality,1,,march,0,0,0,0,1,1,http://www.oaoa.com/image_ce1a1752-fa42-11e7-97e7-bb1d5c9e833d.html,,,,,,,
Orange,MLK Jr. Blvd,TX,US,2018-01-15,more than a dozen,12,,12,,,general protestors,Protesting confederate monument,1,,protest,0,0,0,0,1,1,https://www.beaumontenterprise.com/news/article/Protesters-picket-Confederate-memorial-in-Orange-12501147.php,,,,,,,
Owensboro,Community and Technical School,KY,US,2018-01-15,around 125,125,,125,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.messenger-inquirer.com/news/local/weather-turns-march-into-motorcade/article_2e56960b-8faf-594f-b35a-e581bad4b297.html,,,,,,,
Oxnard,Plaza Park to the performing arts center,CA,US,2018-01-15,hundreds,200,,200,,,general protestors,March for racial equality,1,,march,0,0,0,0,1,1,http://www.vcstar.com/story/news/2018/01/15/marchers-seek-unity-oxnard-commemoration/1034688001/,,,,,,,
Palatka,,FL,US,2018-01-15,,,,,,,general protestors,Rallying for racial equality,1,,rally,0,0,0,0,1,1,http://www.palatkadailynews.com/news/honoring-legacy,,,,,,,
Phoenix,Baptist Church to Hance Park,AZ,US,2018-01-15,between 4000 and 5000,4000,,5000,,,general protestors,March for racial equality,1,,march,0,0,0,0,1,1,https://www.azcentral.com/story/news/local/phoenix/2018/01/15/thousands-join-mlk-day-march-phoenix-pastor-urges-people-stay-woke/1033933001/,,,,,,,
Phoenix,Sky Harbor airport,AZ,US,2018-01-15,a couple hundred,200,,200,,,American Airlines employees,Rallying for higher pay,0,,rally,0,0,0,0,0,1,http://www.fox10phoenix.com/news/arizona-news/airline-workers-hold-protest-at-sky-harbor-over-low-wages,,,,,,,
Pittsburgh,Pizza Milano,PA,US,2018-01-15,,,,,,,general protestors,Protesting assault allegedly committed by restaurant owner,0,,protest,0,0,0,0,1,1,http://pittsburgh.cbslocal.com/2018/01/15/pizza-milano-protest-boycott-manager-fired/,,,,,,,
